yago,"http://dbpedia.org/class/yago/"
rdf,"http://www.w3.org/1999/02/22-rdf-syntax-ns#"
dbp,"http://dbpedia.org/property/"
foaf,"http://xmlns.com/foaf/0.1/"
owl,"http://www.w3.org/2002/07/owl#"
dc,"http://purl.org/dc/elements/1.1/"
dbo,"http://dbpedia.org/ontology/"
rdfs,"http://www.w3.org/2000/01/rdf-schema#"
sc,"http://umbel.org/umbel/sc/"
rss,"http://purl.org/rss/1.0/"
fb,"http://rdf.freebase.com/ns/"
geonames,"http://www.geonames.org/ontology#"
skos,"http://www.w3.org/2004/02/skos/core#"
cyc,"http://sw.opencyc.org/concept/"
geo,"http://www.w3.org/2003/01/geo/wgs84_pos#"
sioc,"http://rdfs.org/sioc/ns#"
akt,"http://www.aktors.org/ontology/portal#"
admin,"http://webns.net/mvcb/"
dbpedia,"http://dbpedia.org/resource/"
swrc,"http://swrc.ontoware.org/ontology#"
xsd,"http://www.w3.org/2001/XMLSchema#"
gr,"http://purl.org/goodrelations/v1#"
dbpprop,"http://dbpedia.org/property/"
dc11,"http://purl.org/dc/elements/1.1/"
doap,"http://usefulinc.com/ns/doap#"
xhtml,"http://www.w3.org/1999/xhtml/vocab#"
content,"http://purl.org/rss/1.0/modules/content/"
vcard,"http://www.w3.org/2006/vcard/ns#"
wn20schema,"http://www.w3.org/2006/03/wn/wn20/schema/"
wot,"http://xmlns.com/wot/0.1/"
dcterms,"http://purl.org/dc/terms/"
bill,"http://www.rdfabout.com/rdf/schema/usbill/"
mo,"http://purl.org/ontology/mo/"
dct,"http://purl.org/dc/terms/"
d2rq,"http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#"
gen,"http://www.w3.org/2006/gen/ont#"
nie,"http://www.semanticdesktop.org/ontologies/2007/01/19/nie#"
test2,"http://this.invalid/test2#"
org,"http://www.w3.org/ns/org#"
void,"http://rdfs.org/ns/void#"
ex,"http://example.com/"
nfo,"http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#"
ac,"http://umbel.org/umbel/ac/"
rel,"http://purl.org/vocab/relationship/"
http,"http://www.w3.org/2006/http#"
bio,"http://purl.org/vocab/bio/0.1/"
reco,"http://purl.org/reco#"
dcmit,"http://purl.org/dc/dcmitype/"
cc,"http://creativecommons.org/ns#"
xfn,"http://vocab.sindice.com/xfn#"
earl,"http://www.w3.org/ns/earl#"
tag,"http://www.holygoat.co.uk/owl/redwood/0.1/tags/"
air,"http://dig.csail.mit.edu/TAMI/2007/amord/air#"
cv,"http://rdfs.org/resume-rdf/"
swc,"http://data.semanticweb.org/ns/swc/ontology#"
media,"http://purl.org/media#"
movie,"http://data.linkedmdb.org/resource/movie/"
ical,"http://www.w3.org/2002/12/cal/ical#"
akts,"http://www.aktors.org/ontology/support#"
og,"http://opengraphprotocol.org/schema/"
xf,"http://www.w3.org/2002/xforms/"
rev,"http://purl.org/stuff/rev#"
dcq,"http://purl.org/dc/terms/"
cfp,"http://sw.deri.org/2005/08/conf/cfp.owl#"
sism,"http://purl.oclc.org/NET/sism/0.1/"
bibo,"http://purl.org/ontology/bibo/"
owlim,"http://www.ontotext.com/trree/owlim#"
botany,"http://purl.org/NET/biol/botany#"
afn,"http://jena.hpl.hp.com/ARQ/function#"
days,"http://ontologi.es/days#"
cld,"http://purl.org/cld/terms/"
uniprot,"http://purl.uniprot.org/core/"
vann,"http://purl.org/vocab/vann/"
fn,"http://www.w3.org/2005/xpath-functions#"
factbook,"http://www4.wiwiss.fu-berlin.de/factbook/ns#"
osag,"http://www.ordnancesurvey.co.uk/ontology/AdministrativeGeography/v2.0/AdministrativeGeography.rdf#"
musim,"http://purl.org/ontology/similarity/"
dir,"http://schemas.talis.com/2005/dir/schema#"
mu,"http://www.kanzaki.com/ns/music#"
dbr,"http://dbpedia.org/resource/"
sd,"http://www.w3.org/ns/sparql-service-description#"
aiiso,"http://purl.org/vocab/aiiso/schema#"
book,"http://purl.org/NET/book/vocab#"
biblio,"http://purl.org/net/biblio#"
cs,"http://purl.org/vocab/changeset/schema#"
sioct,"http://rdfs.org/sioc/types#"
ad,"http://schemas.talis.com/2005/address/schema#"
cal,"http://www.w3.org/2002/12/cal/ical#"
event,"http://purl.org/NET/c4dm/event.owl#"
xs,"http://www.w3.org/2001/XMLSchema#"
dcn,"http://www.w3.org/2007/uwa/context/deliverycontext.owl#"
log,"http://www.w3.org/2000/10/swap/log#"
memo,"http://ontologies.smile.deri.ie/2009/02/27/memo#"
af,"http://purl.org/ontology/af/"
xhv,"http://www.w3.org/1999/xhtml/vocab#"
rdfg,"http://www.w3.org/2004/03/trix/rdfg-1/"
giving,"http://ontologi.es/giving#"
co,"http://purl.org/ontology/co/core#"
rif,"http://www.w3.org/2007/rif#"
swande,"http://purl.org/swan/1.2/discourse-elements/"
lomvoc,"http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#"
ok,"http://okkam.org/terms#"
ctag,"http://commontag.org/ns#"
math,"http://www.w3.org/2000/10/swap/math#"
ome,"http://purl.org/ontomedia/core/expression#"
swanq,"http://purl.org/swan/1.2/qualifiers/"
daia,"http://purl.org/ontology/daia/"
cmp,"http://www.ontologydesignpatterns.org/cp/owl/componency.owl#"
ir,"http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#"
daml,"http://www.daml.org/2001/03/daml+oil#"
jdbc,"http://d2rq.org/terms/jdbc/"
myspace,"http://purl.org/ontology/myspace#"
sr,"http://www.openrdf.org/config/repository/sail#"
tzont,"http://www.w3.org/2006/timezone#"
qb,"http://purl.org/linked-data/cube#"
pmlj,"http://inference-web.org/2.0/pml-justification.owl#"
taxo,"http://purl.org/rss/1.0/modules/taxonomy/"
lfm,"http://purl.org/ontology/last-fm/"
prv,"http://purl.org/net/provenance/ns#"
politico,"http://www.rdfabout.com/rdf/schema/politico/"
affy,"http://www.affymetrix.com/community/publications/affymetrix/tmsplice#"
dv,"http://rdf.data-vocabulary.org/#"
con,"http://www.w3.org/2000/10/swap/pim/contact#"
wn,"http://xmlns.com/wordnet/1.6/"
usgov,"http://www.rdfabout.com/rdf/schema/usgovt/"
doac,"http://ramonantonio.net/doac/0.1/#"
vote,"http://www.rdfabout.com/rdf/schema/vote/"
nco,"http://www.semanticdesktop.org/ontologies/2007/03/22/nco#"
po,"http://purl.org/ontology/po/"
scot,"http://scot-project.org/scot/ns#"
irrl,"http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl#"
wordmap,"http://purl.org/net/ns/wordmap#"
ecs,"http://rdf.ecs.soton.ac.uk/ontology/ecs#"
ore,"http://www.openarchives.org/ore/terms/"
spin,"http://spinrdf.org/spin#"
scovo,"http://purl.org/NET/scovo#"
lang,"http://ontologi.es/lang/core#"
frbr,"http://purl.org/vocab/frbr/core#"
swrl,"http://www.w3.org/2003/11/swrl#"
rep,"http://www.openrdf.org/config/repository#"
omt,"http://purl.org/ontomedia/ext/common/trait#"
spc,"http://purl.org/ontomedia/core/space#"
nao,"http://www.semanticdesktop.org/ontologies/2007/08/15/nao#"
lx,"http://purl.org/NET/lx#"
swrlb,"http://www.w3.org/2003/11/swrlb#"
ne,"http://umbel.org/umbel/ne/"
eztag,"http://ontologies.ezweb.morfeo-project.org/eztag/ns#"
lastfm,"http://purl.org/ontology/last-fm/"
atomix,"http://buzzword.org.uk/rdf/atomix#"
coref,"http://www.rkbexplorer.com/ontologies/coref#"
myspo,"http://purl.org/ontology/myspace#"
fec,"http://www.rdfabout.com/rdf/schema/usfec/"
omb,"http://purl.org/ontomedia/ext/common/being#"
doc,"http://www.w3.org/2000/10/swap/pim/doc#"
os,"http://www.w3.org/2000/10/swap/os#"
lgd,"http://linkedgeodata.org/ontology/"
ti,"http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#"
user,"http://schemas.talis.com/2005/user/schema#"
wdr,"http://www.w3.org/2007/05/powder#"
hard,"http://www.w3.org/2007/uwa/context/hardware.owl#"
imm,"http://schemas.microsoft.com/imm/"
tmo,"http://www.semanticdesktop.org/ontologies/2008/05/20/tmo#"
dctype,"http://purl.org/dc/dcmitype/"
nrl,"http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#"
